player_id,match_id,minutes_played,rpe,session_load,stress_level,reaction_time_ms_match,sleep_duration_match,sleep_quality,recovery_score_match,name,age,position,team,goals,assists,yellow_cards,red_cards,matches_played,reaction_time_ms_player,sleep_duration_player,recovery_score_player,minutes_played_metric,rpe_metric,session_load_metric,acute_load,chronic_load,acwr,sleep_deviation,reaction_time_deviation,recovery_drop,warning_points,baseline_training_load,baseline_reaction_time,baseline_sleep,baseline_recovery,reaction_time_ms,sleep_duration,recovery_score
P001,M013,65,5.52,358.8,0.0,248.88,7.99,86.5,74.04,Player 1,21,Forward,Team C,20,3,0,2,13,253,8.01,75,65,5.52,358.8,412.84,417.803,0.9881211958746108,0.0341666666666666,-6.150833333333338,1.85833333333332,0,413.87916666666666,255.03083333333333,7.955833333333333,75.89833333333333,248.88,7.99,74.04
P001,M014,77,5.19,399.63,0.0,245.6,8.0,85.77,76.1,Player 1,21,Forward,Team C,20,3,0,2,13,253,8.01,75,77,5.19,399.63,419.88,400.208,1.0491544396913604,0.0415384615384617,-8.957692307692326,-0.3446153846153805,0,409.6423076923077,254.55769230769232,7.958461538461538,75.75538461538461,245.6,8.0,76.1
P001,M015,83,6.4,531.2,0.0,250.83,8.06,90.43,76.45,Player 1,21,Forward,Team C,20,3,0,2,13,253,8.01,75,83,6.4,531.2,374.7433333333333,406.872,0.9210349528434822,0.0985714285714296,-3.087857142857132,-0.6700000000000017,0,408.9271428571428,253.91785714285717,7.961428571428571,75.78,250.83,8.06,76.45
P001,M016,71,5.9,418.9,0.0,262.15,7.94,85.02,74.11,Player 1,21,Forward,Team C,20,3,0,2,13,253,8.01,75,71,5.9,418.9,429.8766666666667,425.076,1.0112936667011705,-0.0279999999999995,8.437999999999988,1.714666666666659,0,417.07866666666666,253.712,7.968,75.82466666666666,262.15,7.94,74.11
P001,M017,52,6.67,346.84,0.0,253.58,7.91,89.89,73.14,Player 1,21,Forward,Team C,20,3,0,2,13,253,8.01,75,52,6.67,346.84,449.91,430.948,1.0440006682940866,-0.0562499999999994,-0.659374999999983,2.577500000000001,0,417.1925,254.239375,7.96625,75.7175,253.58,7.91,73.14
P001,M018,61,5.8,353.8,0.0,253.31,8.04,87.03,76.85,Player 1,21,Forward,Team C,20,3,0,2,13,253,8.01,75,61,5.8,353.8,432.3133333333333,425.02199999999993,1.0171551903979874,0.0770588235294109,-0.8905882352941035,-1.284117647058821,0,413.0541176470588,254.2005882352941,7.962941176470588,75.56588235294117,253.31,8.04,76.85
P001,M019,69,5.48,378.12,0.0,254.7,7.95,84.71,75.6,Player 1,21,Forward,Team C,20,3,0,2,13,253,8.01,75,69,5.48,378.12,373.18,405.813,0.91958611478686,-0.0172222222222222,0.5488888888888539,0.0372222222222262,0,409.7622222222223,254.15111111111116,7.967222222222222,75.63722222222222,254.7,7.95,75.6
P001,M020,75,5.91,443.25,0.0,254.6,8.08,87.28,74.97,Player 1,21,Forward,Team C,20,3,0,2,13,253,8.01,75,75,5.91,443.25,359.58666666666664,402.581,0.8932032725505342,0.1136842105263147,0.4199999999999875,0.6652631578947279,0,408.0968421052632,254.18,7.966315789473685,75.63526315789473,254.6,8.08,74.97
P001,M021,61,5.88,358.68,0.0,259.43,7.74,83.13,74.29,Player 1,21,Forward,Team C,20,3,0,2,13,253,8.01,75,61,5.88,358.68,391.72333333333336,413.138,0.9481658267536108,-0.2319999999999993,5.229000000000042,1.3119999999999976,0,409.8545,254.201,7.971999999999999,75.602,259.43,7.74,74.29
P001,M022,81,7.42,601.02,0.0,260.69,8.22,93.18,72.33,Player 1,21,Forward,Team C,20,3,0,2,13,253,8.01,75,81,7.42,601.02,393.35,395.502,0.9945588138618768,0.2590476190476192,6.240000000000009,3.2095238095238017,0,407.41761904761904,254.45,7.960952380952381,75.5395238095238,260.69,8.22,72.33
P001,M023,82,5.12,419.84,0.0,253.86,7.99,83.73,74.6,Player 1,21,Forward,Team C,20,3,0,2,13,253,8.01,75,82,5.12,419.84,467.6499999999999,419.024,1.1160458589484132,0.0172727272727275,-0.8736363636363649,0.7936363636363666,0,416.2177272727273,254.7336363636364,7.972727272727273,75.39363636363636,253.86,7.99,74.6
P001,M024,69,6.41,442.29,0.0,254.04,7.94,88.92,77.45,Player 1,21,Forward,Team C,20,3,0,2,13,253,8.01,75,69,6.41,442.29,459.8466666666666,425.128,1.081666384398738,-0.0334782608695656,-0.6556521739130403,-2.090869565217389,0,416.3752173913043,254.69565217391303,7.973478260869566,75.35913043478261,254.04,7.94,77.45
P001,M025,64,5.44,348.16,0.0,251.03,8.39,85.85,76.76,Player 1,21,Forward,Team C,20,3,0,2,13,253,8.01,75,64,5.44,348.16,487.7166666666666,429.394,1.1358255277592764,0.4179166666666667,-3.638333333333321,-1.3137499999999989,0,417.455,254.6683333333333,7.972083333333334,75.44625,251.03,8.39,76.76
P001,M026,77,6.19,476.63,0.0,253.92,8.19,88.69,75.14,Player 1,21,Forward,Team C,20,3,0,2,13,253,8.01,75,77,6.19,476.63,403.43,411.09,0.9813666107178476,0.2011999999999991,-0.602800000000002,0.3588000000000022,0,414.6832,254.5228,7.9888,75.4988,253.92,8.19,75.14
P001,M027,66,7.05,465.3,0.0,254.34,7.76,89.6,71.51,Player 1,21,Forward,Team C,20,3,0,2,13,253,8.01,75,66,7.05,465.3,422.36,416.863,1.0131865864804503,-0.236538461538462,-0.159615384615364,3.9749999999999934,0,417.0657692307692,254.49961538461537,7.996538461538462,75.485,254.34,7.76,71.51
P001,M028,79,5.68,448.72,0.0,249.02,7.76,84.5,77.3,Player 1,21,Forward,Team C,20,3,0,2,13,253,8.01,75,79,5.68,448.72,430.03,428.709,1.003081344221838,-0.2277777777777787,-5.473703703703677,-1.9622222222222236,0,418.8522222222222,254.4937037037037,7.987777777777778,75.33777777777777,249.02,7.76,77.3
P001,M029,63,6.15,387.45,0.0,250.41,8.18,89.17,73.76,Player 1,21,Forward,Team C,20,3,0,2,13,253,8.01,75,63,6.15,387.45,463.55,438.201,1.0578478825926914,0.2003571428571424,-3.888214285714298,1.6478571428571342,0,419.9189285714286,254.2982142857143,7.979642857142857,75.40785714285714,250.41,8.18,73.76
P001,M030,63,6.19,389.97,0.0,255.02,7.94,87.71,74.97,Player 1,21,Forward,Team C,20,3,0,2,13,253,8.01,75,63,6.19,389.97,433.8233333333333,439.134,0.9879065008251088,-0.0465517241379309,0.8558620689655072,0.381034482758622,0,418.7993103448276,254.1641379310345,7.986551724137931,75.35103448275862,255.02,7.94,74.97
P002,M001,63,6.66,419.58,0.0,207.5,7.48,84.42,76.9,Player 2,25,Midfielder,Team B,7,7,1,2,8,206,7.5,76,63,6.66,419.58,419.58,419.58,1.0,0.0,0.0,0.0,0,419.58,207.5,7.48,76.9,207.5,7.48,76.9
P002,M002,69,5.49,378.81,0.0,207.29,7.63,81.02,75.91,Player 2,25,Midfielder,Team B,7,7,1,2,8,206,7.5,76,69,5.49,378.81,419.58,419.58,1.0,0.1499999999999994,-0.2100000000000079,0.9900000000000092,0,419.58,207.5,7.48,76.9,207.29,7.63,75.91
P002,M003,61,5.9,359.9,0.0,200.63,7.51,82.74,75.1,Player 2,25,Midfielder,Team B,7,7,1,2,8,206,7.5,76,61,5.9,359.9,399.195,399.195,1.0,-0.0449999999999999,-6.764999999999986,1.3050000000000068,0,399.195,207.395,7.555,76.405,200.63,7.51,75.1
P002,M004,86,5.96,512.56,0.0,206.86,7.36,80.26,72.61,Player 2,25,Midfielder,Team B,7,7,1,2,8,206,7.5,76,86,5.96,512.56,386.0966666666666,386.0966666666666,1.0,-0.1799999999999997,1.7200000000000273,3.3599999999999994,0,386.0966666666666,205.14,7.54,75.97,206.86,7.36,72.61
P002,M005,89,6.27,558.03,0.0,206.03,7.69,85.81,75.16,Player 2,25,Midfielder,Team B,7,7,1,2,8,206,7.5,76,89,6.27,558.03,417.09,417.7125,0.9985097405512164,0.1950000000000002,0.4600000000000079,-0.0300000000000011,0,417.7125,205.57,7.495,75.13,206.03,7.69,75.16
P002,M006,81,5.65,457.65,0.0,204.56,7.55,81.34,76.1,Player 2,25,Midfielder,Team B,7,7,1,2,8,206,7.5,76,81,5.65,457.65,476.8299999999999,445.776,1.06966279028032,0.0159999999999991,-1.1019999999999754,-0.9639999999999986,0,445.776,205.662,7.534000000000001,75.136,204.56,7.55,76.1
P002,M007,81,6.39,517.59,0.0,214.18,7.33,80.32,75.81,Player 2,25,Midfielder,Team B,7,7,1,2,8,206,7.5,76,81,6.39,517.59,509.4133333333333,447.755,1.1377055160374163,-0.2066666666666661,8.701666666666682,-0.5133333333333354,0,447.755,205.47833333333327,7.536666666666666,75.29666666666667,214.18,7.33,75.81
P002,M008,72,6.37,458.64,0.0,204.54,7.33,81.93,78.57,Player 2,25,Midfielder,Team B,7,7,1,2,8,206,7.5,76,72,6.37,458.64,511.09,457.7314285714286,1.1165717888218918,-0.177142857142857,-2.181428571428569,-3.1999999999999886,0,457.7314285714286,206.72142857142856,7.507142857142857,75.37,204.54,7.33,78.57
P002,M009,58,6.33,367.14,0.0,208.61,7.5,82.94,75.74,Player 2,25,Midfielder,Team B,7,7,1,2,8,206,7.5,76,58,6.33,367.14,477.96,457.845,1.0439340824951675,0.0149999999999996,2.161250000000024,0.0300000000000011,0,457.845,206.44875,7.485,75.77,208.61,7.5,75.74
P002,M010,62,5.23,324.26,0.0,199.17,7.55,80.41,71.73,Player 2,25,Midfielder,Team B,7,7,1,2,8,206,7.5,76,62,5.23,324.26,447.79,447.76666666666665,1.0000521104742053,0.0633333333333334,-7.51888888888891,4.036666666666662,0,447.76666666666665,206.6888888888889,7.486666666666666,75.76666666666667,199.17,7.55,71.73
P002,M011,68,5.27,358.36,0.0,205.82,7.52,78.93,75.62,Player 2,25,Midfielder,Team B,7,7,1,2,8,206,7.5,76,68,5.27,358.36,383.3466666666666,435.416,0.8804147451326241,0.0269999999999992,-0.1169999999999902,-0.257000000000005,0,435.416,205.937,7.493,75.363,205.82,7.52,75.62
P002,M012,82,6.76,554.32,0.0,204.66,7.68,87.98,75.57,Player 2,25,Midfielder,Team B,7,7,1,2,8,206,7.5,76,82,6.76,554.32,349.92,429.294,0.8151057317362926,0.1845454545454536,-1.26636363636365,-0.1836363636363529,0,428.41090909090906,205.92636363636365,7.495454545454546,75.38636363636364,204.66,7.68,75.57
P002,M013,77,5.67,436.59,0.0,207.97,7.67,82.13,77.09,Player 2,25,Midfielder,Team B,7,7,1,2,8,206,7.5,76,77,5.67,436.59,412.3133333333333,446.845,0.9227211523757306,0.1591666666666666,2.149166666666673,-1.6883333333333468,0,438.90333333333336,205.82083333333333,7.510833333333333,75.40166666666666,207.97,7.67,77.09
P002,M014,63,6.82,429.66,0.0,206.12,7.22,82.38,75.68,Player 2,25,Midfielder,Team B,7,7,1,2,8,206,7.5,76,63,6.82,429.66,449.75666666666666,454.514,0.989533142360118,-0.3030769230769232,0.1338461538461501,-0.1484615384615466,0,438.7253846153847,205.98615384615383,7.523076923076923,75.53153846153846,206.12,7.22,75.68
P002,M015,84,6.02,505.68,0.0,204.56,7.31,80.32,76.56,Player 2,25,Midfielder,Team B,7,7,1,2,8,206,7.5,76,84,6.02,505.68,473.52333333333337,446.224,1.06117854112135,-0.1914285714285712,-1.4357142857142833,-1.017857142857153,0,438.0778571428572,205.99571428571429,7.501428571428571,75.54214285714285,204.56,7.31,76.56
P002,M016,77,5.83,448.91,0.0,208.12,7.47,80.42,74.66,Player 2,25,Midfielder,Team B,7,7,1,2,8,206,7.5,76,77,5.83,448.91,457.31,440.989,1.0370099934465484,-0.0186666666666663,2.219999999999999,0.9500000000000028,0,442.5846666666666,205.9,7.488666666666666,75.61,208.12,7.47,74.66
P002,M017,66,6.65,438.9,0.0,207.58,7.45,84.11,72.86,Player 2,25,Midfielder,Team B,7,7,1,2,8,206,7.5,76,66,6.65,438.9,461.4166666666667,440.11500000000007,1.0484002287280976,-0.0374999999999996,1.541250000000019,2.690624999999997,0,442.98,206.03875,7.4875,75.550625,207.58,7.45,72.86
P002,M018,58,5.17,299.86,0.0,202.59,7.25,75.85,77.25,Player 2,25,Midfielder,Team B,7,7,1,2,8,206,7.5,76,58,5.17,299.86,464.4966666666666,432.246,1.0746118336934678,-0.2352941176470588,-3.539411764705875,-1.857647058823531,0,442.74,206.12941176470588,7.485294117647059,75.39235294117647,202.59,7.25,77.25
P002,M019,63,6.22,391.86,0.35,223.33,6.87,65.59,69.25,Player 2,25,Midfielder,Team B,7,7,1,2,8,206,7.5,76,63,6.22,391.86,395.89,416.36800000000005,0.950817546016985,-0.6022222222222222,17.39722222222224,6.245555555555555,0,434.8022222222222,205.93277777777777,7.472222222222222,75.49555555555555,223.33,6.87,69.25
P002,M020,66,6.26,413.16,0.6,232.46,6.54,54.89,65.04,Player 2,25,Midfielder,Team B,7,7,1,2,8,206,7.5,76,66,6.26,413.16,376.8733333333333,418.84,0.8998026294846082,-0.9005263157894738,25.61157894736843,10.126842105263153,2,432.54210526315785,206.8484210526316,7.440526315789474,75.16684210526316,232.46,6.54,65.04
P002,M021,59,6.8,401.2,0.85,235.72,6.17,47.07,54.83,Player 2,25,Midfielder,Team B,7,7,1,2,8,206,7.5,76,59,6.8,401.2,368.29333333333335,427.73,0.8610416228306018,-1.2255000000000005,27.591000000000008,19.8305,3,431.573,208.129,7.3955,74.6605,235.72,6.17,54.83
P002,M022,84,7.96,668.64,1.0,243.93,5.7,40.67,49.55,Player 2,25,Midfielder,Team B,7,7,1,2,8,206,7.5,76,84,7.96,668.64,402.0733333333333,432.014,0.930695147225167,-1.637142857142858,34.48714285714286,24.16619047619048,3,430.12666666666667,209.44285714285715,7.337142857142858,73.71619047619048,243.93,5.7,49.55
P002,M023,78,6.72,524.16,0.0,209.07,7.59,85.83,77.06,Player 2,25,Midfielder,Team B,7,7,1,2,8,206,7.5,76,78,6.72,524.16,494.3333333333333,443.446,1.1147542955248966,0.3272727272727271,-1.9404545454545712,-4.442272727272737,0,440.9681818181818,211.01045454545456,7.262727272727273,72.61772727272727,209.07,7.59,77.06
P002,M024,63,5.62,354.06,0.0,206.67,7.54,80.6,73.02,Player 2,25,Midfielder,Team B,7,7,1,2,8,206,7.5,76,63,5.62,354.06,531.3333333333334,452.203,1.1749885191680138,0.2630434782608697,-4.256086956521756,-0.2091304347825939,0,444.5852173913043,210.92608695652171,7.27695652173913,72.8108695652174,206.67,7.54,73.02
P002,M025,49,6.73,329.77,0.0,210.26,7.32,82.25,74.22,Player 2,25,Midfielder,Team B,7,7,1,2,8,206,7.5,76,49,6.73,329.77,515.62,444.643,1.1596269366660443,0.0320833333333334,-0.4887500000000102,-1.4004166666666578,0,440.8133333333333,210.74875,7.287916666666667,72.81958333333334,210.26,7.32,74.22
P002,M026,59,7.03,414.77,0.0,206.62,7.41,85.46,76.49,Player 2,25,Midfielder,Team B,7,7,1,2,8,206,7.5,76,59,7.03,414.77,402.66333333333336,427.052,0.9428906393913,0.1208000000000009,-4.109199999999987,-3.6144000000000034,0,436.3716,210.7292,7.289199999999999,72.87559999999999,206.62,7.41,76.49
P002,M027,58,5.87,340.46,0.0,205.3,7.65,83.32,76.01,Player 2,25,Midfielder,Team B,7,7,1,2,8,206,7.5,76,58,5.87,340.46,366.2,423.638,0.864417261907572,0.3561538461538474,-5.271153846153851,-2.995384615384623,0,435.5407692307692,210.57115384615383,7.293846153846153,73.01461538461538,205.3,7.65,76.01
P002,M028,75,5.06,379.5,0.0,205.29,7.48,77.66,73.2,Player 2,25,Midfielder,Team B,7,7,1,2,8,206,7.5,76,75,5.06,379.5,361.6666666666667,413.794,0.8740258840550291,0.1729629629629636,-5.08592592592592,-0.0744444444444525,0,432.0192592592593,210.3759259259259,7.307037037037037,73.12555555555555,205.29,7.48,73.2
P002,M029,70,6.73,471.1,0.0,213.02,7.37,82.39,76.63,Player 2,25,Midfielder,Team B,7,7,1,2,8,206,7.5,76,70,6.73,471.1,378.2433333333333,421.758,0.896825509731489,0.0567857142857137,2.825714285714298,-3.5017857142857167,0,430.1435714285714,210.1942857142857,7.313214285714286,73.12821428571428,213.02,7.37,76.63
P002,M030,75,6.23,467.25,0.0,203.17,7.35,81.78,77.88,Player 2,25,Midfielder,Team B,7,7,1,2,8,206,7.5,76,75,6.23,467.25,397.02,429.682,0.9239856451980768,0.0348275862068963,-7.121724137931039,-4.631034482758622,0,431.5558620689655,210.29172413793103,7.315172413793103,73.24896551724137,203.17,7.35,77.88
P003,M001,58,6.79,393.82,0.0,200.86,8.61,91.62,69.1,Player 3,21,Forward,Team D,17,2,4,1,6,201,8.81,69,58,6.79,393.82,393.82,393.82,1.0,0.0,0.0,0.0,0,393.82,200.86,8.61,69.1,200.86,8.61,69.1
P003,M002,82,6.03,494.46,0.0,207.03,9.01,87.03,71.69,Player 3,21,Forward,Team D,17,2,4,1,6,201,8.81,69,82,6.03,494.46,393.82,393.82,1.0,0.4000000000000003,6.169999999999988,-2.5900000000000034,0,393.82,200.86,8.61,69.1,207.03,9.01,71.69
P003,M003,61,6.04,368.44,0.0,204.2,8.85,87.58,66.22,Player 3,21,Forward,Team D,17,2,4,1,6,201,8.81,69,61,6.04,368.44,444.14,444.14,1.0,0.0400000000000009,0.2549999999999954,4.174999999999997,0,444.14,203.945,8.809999999999999,70.395,204.2,8.85,66.22
P003,M004,70,5.43,380.1,0.0,202.34,8.79,85.16,65.11,Player 3,21,Forward,Team D,17,2,4,1,6,201,8.81,69,70,5.43,380.1,418.9066666666667,418.9066666666667,1.0,-0.0333333333333332,-1.6899999999999975,3.893333333333331,0,418.9066666666667,204.03,8.823333333333332,69.00333333333333,202.34,8.79,65.11
P003,M005,60,5.68,340.8,0.0,196.62,8.73,87.4,71.02,Player 3,21,Forward,Team D,17,2,4,1,6,201,8.81,69,60,5.68,340.8,414.3333333333333,409.205,1.0125324307702332,-0.084999999999999,-6.987500000000011,-2.989999999999995,0,409.205,203.6075,8.815,68.03,196.62,8.73,71.02
P003,M006,66,5.8,382.8,0.0,194.9,8.81,88.26,68.44,Player 3,21,Forward,Team D,17,2,4,1,6,201,8.81,69,66,5.8,382.8,363.1133333333334,395.524,0.9180563842733525,0.0120000000000022,-7.309999999999974,0.1880000000000024,0,395.524,202.21,8.797999999999998,68.628,194.9,8.81,68.44
P003,M007,81,5.85,473.85,0.0,206.17,8.65,86.41,72.21,Player 3,21,Forward,Team D,17,2,4,1,6,201,8.81,69,81,5.85,473.85,367.9,393.40333333333336,0.9351725540369934,-0.1499999999999985,5.178333333333313,-3.6133333333333297,0,393.40333333333336,200.99166666666667,8.799999999999999,68.59666666666666,206.17,8.65,72.21
P003,M008,78,6.85,534.3,0.0,207.95,8.98,90.56,70.44,Player 3,21,Forward,Team D,17,2,4,1,6,201,8.81,69,78,6.85,534.3,399.15,404.8957142857143,0.985809397128714,0.2014285714285719,6.218571428571437,-1.32714285714286,0,404.8957142857143,201.73142857142852,8.778571428571428,69.11285714285714,207.95,8.98,70.44
P003,M009,78,5.4,421.2,0.0,193.4,8.49,86.75,69.28,Player 3,21,Forward,Team D,17,2,4,1,6,201,8.81,69,78,5.4,421.2,463.6499999999999,421.07125,1.1011200598473536,-0.3137500000000006,-9.108749999999986,-0.0012499999999988,0,421.07125,202.50875,8.80375,69.27875,193.4,8.49,69.28
P003,M010,80,6.8,544.0,0.0,199.33,9.07,92.04,68.64,Player 3,21,Forward,Team D,17,2,4,1,6,201,8.81,69,80,6.8,544.0,476.45,421.0855555555556,1.1314802745285333,0.301111111111112,-2.166666666666657,0.6388888888888857,0,421.0855555555556,201.49666666666667,8.768888888888888,69.27888888888889,199.33,9.07,68.64
P003,M011,67,6.74,451.58,0.0,201.17,8.55,91.35,68.06,Player 3,21,Forward,Team D,17,2,4,1,6,201,8.81,69,67,6.74,451.58,499.83333333333326,433.37700000000007,1.1533453167411587,-0.2489999999999987,-0.1100000000000136,1.1550000000000011,0,433.37700000000007,201.28,8.799,69.215,201.17,8.55,68.06
P003,M012,68,6.09,414.12,0.0,196.92,8.63,89.23,70.85,Player 3,21,Forward,Team D,17,2,4,1,6,201,8.81,69,68,6.09,414.12,472.25999999999993,439.153,1.075388304303967,-0.1463636363636364,-4.349999999999994,-1.7399999999999949,0,435.0318181818182,201.27,8.776363636363637,69.11,196.92,8.63,70.85
P003,M013,68,6.27,426.36,0.0,202.78,8.64,88.88,69.71,Player 3,21,Forward,Team D,17,2,4,1,6,201,8.81,69,68,6.27,426.36,469.8999999999999,431.119,1.0899542817644314,-0.1241666666666656,1.8725000000000025,-0.4549999999999983,0,433.2891666666667,200.9075,8.764166666666666,69.255,202.78,8.64,69.71
P003,M014,54,5.4,291.6,0.0,199.5,8.93,85.57,69.58,Player 3,21,Forward,Team D,17,2,4,1,6,201,8.81,69,54,5.4,291.6,430.68666666666655,436.91100000000006,0.98575377288891,0.1753846153846154,-1.5515384615384562,-0.2900000000000062,0,432.7561538461538,201.05153846153848,8.754615384615384,69.28999999999999,199.5,8.93,69.58
P003,M015,62,5.78,358.36,0.0,197.36,8.51,87.72,68.25,Player 3,21,Forward,Team D,17,2,4,1,6,201,8.81,69,62,5.78,358.36,377.36,428.061,0.8815566005779549,-0.257142857142858,-3.580714285714265,1.0607142857142833,0,422.67357142857145,200.94071428571428,8.767142857142858,69.31071428571428,197.36,8.51,68.25
P003,M016,64,6.54,418.56,0.0,206.68,8.78,89.35,70.2,Player 3,21,Forward,Team D,17,2,4,1,6,201,8.81,69,64,6.54,418.56,358.77333333333326,429.817,0.8347118269713233,0.0299999999999993,5.97799999999998,-0.960000000000008,0,418.386,200.70200000000003,8.75,69.24,206.68,8.78,70.2
P003,M017,65,4.58,297.7,0.0,195.92,8.83,82.55,70.21,Player 3,21,Forward,Team D,17,2,4,1,6,201,8.81,69,65,4.58,297.7,356.17333333333335,433.393,0.8218253025160381,0.078125,-5.155625000000015,-0.9099999999999966,0,418.396875,201.075625,8.751875,69.3,195.92,8.83,70.21
P003,M018,67,5.86,392.62,0.0,198.12,8.61,87.9,67.04,Player 3,21,Forward,Team D,17,2,4,1,6,201,8.81,69,67,5.86,392.62,358.20666666666654,415.778,0.8615334786031645,-0.1464705882352959,-2.652352941176474,2.313529411764705,0,411.2970588235294,200.77235294117648,8.756470588235295,69.35352941176471,198.12,8.61,67.04
P003,M019,72,5.93,426.96,0.0,205.41,8.83,86.81,69.52,Player 3,21,Forward,Team D,17,2,4,1,6,201,8.81,69,72,5.93,426.96,369.6266666666666,401.61,0.9203622087763416,0.081666666666667,4.784999999999997,-0.2950000000000017,0,410.25944444444445,200.625,8.748333333333333,69.225,205.41,8.83,69.52
P003,M020,67,5.42,363.14,0.0,194.68,8.85,86.6,68.68,Player 3,21,Forward,Team D,17,2,4,1,6,201,8.81,69,67,5.42,363.14,372.42666666666656,402.186,0.9260060436381836,0.0973684210526304,-6.19684210526313,0.5605263157894598,0,411.1384210526316,200.87684210526317,8.75263157894737,69.24052631578947,194.68,8.85,68.68
P003,M021,48,6.18,296.64,0.0,203.63,8.89,88.31,69.6,Player 3,21,Forward,Team D,17,2,4,1,6,201,8.81,69,48,6.18,296.64,394.24,384.1,1.0263993751627178,0.1325000000000002,3.062999999999988,-0.3874999999999886,0,408.7385,200.567,8.7575,69.2125,203.63,8.89,69.6
